SUBJECT_NUMBER;ARMCIRCBCPS_FLEX;BUTTOCK_CIRC;CALF_CIRC;CHEST_CIRC;FOREARM_CIRC-FLEXED;SHOULDER_CIRC;STATURE;THIGH_CIRC-PROXIMAL;WAIST_CIRC_NATURAL;WEIGHT;GENDER;AGE-ANSUR88;WORKOUT
11104;332;1029;388;993;297;1176;1815;605;848;858;1;29;A1
11109;326;1005;388;1011;301;1194;1805;622;907;868;1;19;A1
11115;360;1038;369;1054;315;1221;1875;615;946;932;1;34;A1
11118;380;1066;427;1085;360;1270;1837;674;933;1024;1;23;A1
11120;348;1014;387;969;305;1212;1839;624;835;840;1;19;A1
11148;312;905;370;941;280;1121;1677;532;840;666;1;39;A1
11167;315;942;363;973;267;1143;1668;570;850;700;1;27;A1
11184;331;965;385;932;300;1152;1705;610;830;738;1;24;A1
11189;380;1032;400;1054;323;1278;1732;636;923;883;1;20;A1
11192;352;1043;363;1028;318;1219;1737;620;886;842;1;30;A1
11224;320;945;376;937;301;1130;1699;567;781;678;1;20;A1
11231;315;939;390;944;306;1121;1836;547;775;748;1;20;A1
11233;344;1019;384;1027;295;1173;1782;632;875;838;1;25;A1
11239;333;1056;379;1051;301;1198;1802;658;942;903;1;31;A1
11255;337;966;381;967;306;1171;1769;595;792;766;1;22;A1
11291;324;949;359;956;290;1172;1682;607;839;696;1;24;A1
11297;360;1007;375;1037;314;1236;1813;617;881;842;1;39;A1
11300;421;1022;390;1149;334;1328;1716;650;867;877;1;23;A1
11330;375;973;350;1055;315;1222;1673;614;777;751;1;33;A1
11346;304;964;371;949;291;1141;1808;556;843;756;1;30;A1
11377;362;995;411;959;322;1208;1764;645;813;841;1;20;A1
11406;316;948;369;948;293;1115;1699;584;804;710;1;26;A1
11421;338;900;351;952;292;1159;1743;549;744;695;1;26;A1
11422;306;923;349;946;288;1147;1685;530;798;643;1;38;A1
11431;319;957;353;933;289;1145;1706;591;838;730;1;35;A1
11432;344;1032;370;1009;316;1224;1838;602;867;852;1;28;A1
11466;302;922;345;943;277;1123;1786;551;802;687;1;20;A1
11469;274;889;334;880;262;1075;1738;512;720;594;1;20;A1
11473;337;933;383;931;304;1139;1708;580;798;703;1;24;A1
11476;328;890;364;916;294;1125;1724;555;758;663;1;24;A1
11506;350;968;358;975;302;1183;1700;594;854;762;1;23;A1
11511;347;934;355;970;321;1141;1751;587;756;715;1;25;A1
11515;375;1093;414;1101;322;1215;1825;663;965;988;1;38;A1
11535;426;1108;425;1062;344;1278;1691;722;948;959;1;21;A1
11541;348;1019;399;1046;305;1186;1707;615;881;817;1;31;A1
11555;350;979;347;1012;315;1191;1728;605;836;784;1;32;A1
11588;385;1024;403;1037;330;1248;1904;624;845;913;1;28;A1
11622;386;989;406;996;316;1204;1727;630;771;792;1;22;A1
11628;362;1082;445;1090;322;1247;1856;656;906;988;1;20;A1
11635;365;1062;384;997;321;1251;1731;660;896;876;1;28;A1
11762;339;937;365;907;306;1122;1653;574;766;678;1;20;A1
11764;325;1025;379;999;300;1186;1699;651;894;801;1;36;A1
11788;350;1100;434;1041;330;1245;1940;680;914;1043;1;27;A1
11792;322;994;382;1034;294;1185;1687;589;869;777;1;28;A1
11800;317;920;385;912;294;1138;1725;565;794;709;1;31;A1
11807;336;938;370;912;302;1145;1759;540;764;706;1;29;A1
11808;303;937;335;944;287;1114;1792;501;788;671;1;43;A1
11810;333;985;375;985;300;1179;1700;594;831;764;1;26;A1
11812;325;985;387;974;293;1175;1743;605;792;772;1;25;A1
11816;366;1060;398;1005;312;1200;1715;658;897;824;1;22;A1
11818;310;918;354;972;273;1160;1875;526;777;733;1;28;A1
11832;367;1077;417;1082;325;1263;1650;687;926;881;1;22;A1
11845;360;975;391;1001;317;1167;1747;582;842;806;1;37;A1
11881;365;952;367;969;304;1169;1748;591;801;738;1;26;A1
11885;360;1020;408;984;322;1197;1803;647;794;854;1;19;A1
11897;318;1027;404;1000;310;1198;1775;612;841;797;1;25;A1
11900;385;1130;444;1143;327;1332;1840;714;992;1082;1;20;A1
11916;354;988;377;984;314;1210;1763;609;819;783;1;19;A1
11933;295;876;368;874;276;1112;1736;503;721;612;1;20;A1
11959;340;1015;363;989;290;1181;1732;592;779;750;1;24;A1
11962;360;995;393;1056;322;1252;1732;610;882;829;1;33;A1
11964;362;1043;391;1115;315;1271;1714;627;988;882;1;33;A1
11972;355;977;379;971;306;1204;1763;609;837;797;1;33;A1
11974;305;941;351;960;265;1165;1650;570;796;644;1;24;A1
12003;343;1007;373;1011;305;1168;1654;624;902;785;1;34;A1
12013;313;970;363;954;276;1147;1726;575;823;694;1;34;A1
12016;347;1012;382;1005;308;1220;1843;632;885;874;1;26;A1
12036;352;990;390;991;310;1210;1858;599;823;833;1;26;A1
12056;359;950;379;980;316;1173;1705;595;795;744;1;28;A1
12058;337;972;381;1033;304;1181;1760;591;888;797;1;36;A1
12059;310;979;340;999;297;1159;1782;566;790;765;1;31;A1
12066;335;946;373;933;290;1178;1727;595;769;713;1;23;A1
12095;350;1040;378;1021;315;1170;1713;650;855;816;1;24;A1
12105;402;1142;461;1187;331;1323;1714;703;1038;1041;1;31;A1
12149;303;910;378;851;274;1045;1668;532;757;624;1;26;A1
12192;345;1012;378;990;304;1200;1814;614;883;860;1;32;A1
12228;285;805;332;835;263;1010;1612;464;692;520;1;22;A1
12240;308;919;356;894;310;1118;1793;546;784;688;1;22;A1
12252;377;1016;393;999;337;1198;1762;647;846;829;1;23;A1
12253;294;915;329;908;274;1128;1860;505;762;658;1;36;A1
12289;341;1011;414;965;314;1172;1741;626;857;805;1;25;A1
12296;312;918;347;909;300;1134;1672;553;784;651;1;25;A1
12305;352;1042;393;1066;325;1229;1800;618;878;883;1;20;A1
12307;388;1045;397;1171;327;1325;1703;651;993;919;1;41;A1
12323;373;989;378;1038;323;1253;1773;600;875;830;1;22;A1
12329;326;1035;370;1078;315;1268;1772;663;911;876;1;29;A1
12344;364;1015;402;979;337;1217;1835;619;831;860;1;23;A1
12348;362;1077;415;979;342;1225;1687;677;879;859;1;25;A1
12480;330;1012;375;945;296;1170;1765;617;811;856;1;28;A1
12534;291;872;335;844;265;1019;1684;519;726;574;1;32;A1
12578;340;928;397;951;320;1179;1742;550;805;733;1;35;A1
12580;345;876;366;909;308;1129;1584;534;734;600;1;20;A1
12587;337;890;345;900;287;1136;1805;528;751;693;1;29;A1
12591;358;1048;403;1108;322;1241;1727;638;969;900;1;27;A1
12594;320;945;360;951;287;1153;1743;586;785;723;1;22;A1
12616;343;966;368;986;288;1185;1743;582;869;757;1;30;A1
12629;334;954;355;947;287;1155;1726;597;804;726;1;19;A1
12642;285;896;356;944;265;1078;1708;539;814;636;1;25;A1
12655;399;988;405;1036;331;1216;1783;586;840;856;1;23;A1
12657;344;1028;385;1039;313;1238;1795;618;894;861;1;36;A1
12678;345;1050;371;1016;312;1181;1827;636;889;864;1;34;A1
12713;278;928;361;891;265;1044;1725;532;727;642;1;19;A1
12729;310;928;365;906;289;1084;1805;553;767;701;1;22;A1
12765;321;989;364;963;290;1136;1781;601;814;747;1;36;A1
12771;312;987;372;957;292;1153;1641;596;857;724;1;34;A1
12796;382;1092;406;1153;324;1244;1803;670;1028;1006;1;33;A1
12813;348;1004;397;1021;320;1199;1754;586;870;812;1;25;A1
12814;373;1029;401;1152;322;1305;1708;665;997;924;1;20;A1
12815;372;1035;433;1003;325;1221;1928;655;829;954;1;23;A1
12825;327;974;383;971;302;1214;1724;607;833;754;1;20;A1
12833;403;1128;402;1076;330;1282;1811;745;971;1017;1;28;A1
12838;335;961;386;981;295;1189;1745;582;799;743;1;26;A1
12841;312;871;344;876;285;1055;1732;483;732;610;1;26;A1
12851;385;1079;407;1127;330;1232;1753;670;985;956;1;40;A1
12877;336;974;371;1006;316;1185;1795;619;929;850;1;41;A1
12888;340;1007;398;1031;301;1200;1771;598;911;845;1;36;A1
12906;290;893;347;876;272;1048;1717;519;727;625;1;23;A1
12923;332;892;360;891;301;1106;1639;572;743;651;1;19;A1
12926;350;960;382;992;304;1216;1686;586;858;765;1;32;A1
12927;270;894;347;915;268;1059;1770;522;778;642;1;41;A1
12928;371;1105;379;1098;318;1243;1813;668;1015;963;1;42;A1
12929;402;1068;419;1128;341;1275;1818;664;915;949;1;39;A1
12931;377;1092;417;1120;327;1280;1934;663;976;1057;1;36;A1
12937;335;922;364;972;302;1187;1782;542;797;725;1;28;A1
12956;324;949;360;901;292;1087;1698;591;777;659;1;18;A1
12960;310;903;343;882;292;1104;1812;551;732;670;1;20;A1
12964;348;982;379;1035;302;1201;1625;613;905;780;1;33;A1
12968;372;1027;369;990;320;1204;1745;623;905;810;1;21;A1
12969;338;966;408;992;305;1210;1789;614;823;830;1;27;A1
13022;302;880;337;847;265;1062;1715;511;678;597;1;40;A1
13165;322;930;376;952;276;1162;1686;551;783;683;1;28;A1
13168;318;950;354;916;295;1079;1640;557;831;688;1;32;A1
13170;352;963;375;993;305;1180;1685;589;857;743;1;29;A1
13173;312;900;319;888;285;1102;1729;507;766;619;1;28;A1
13180;330;963;355;953;286;1117;1615;585;803;658;1;36;A1
13181;279;878;330;860;263;1052;1718;488;733;575;1;37;A1
13182;350;1038;382;1034;312;1216;1776;625;933;858;1;26;A1
13197;312;937;363;964;297;1161;1821;526;815;725;1;40;A1
13198;354;949;379;1061;308;1256;1740;594;859;814;1;31;A1
13219;332;937;351;941;283;1164;1777;561;754;715;1;22;A1
13252;326;997;381;1083;307;1214;1778;636;920;857;1;33;A1
13261;324;1001;370;936;296;1130;1698;627;832;749;1;27;A1
13283;295;940;365;904;292;1119;1831;562;745;702;1;22;A1
13287;362;1071;405;1076;310;1247;1826;688;940;948;1;19;A1
13292;337;950;405;1014;315;1194;1628;585;824;722;1;32;A1
13296;334;943;361;944;297;1136;1712;569;801;722;1;22;A1
13300;341;1068;384;1094;303;1250;1794;660;957;909;1;25;A1
13386;370;1043;372;1059;315;1259;1721;631;883;867;1;40;A1
13398;338;1004;372;982;310;1197;1797;628;847;829;1;20;A1
13443;322;970;351;973;285;1158;1748;601;839;726;1;26;A1
13454;295;908;341;933;284;1123;1785;543;752;652;1;19;A1
13480;282;915;333;935;273;1088;1686;536;841;653;1;33;A1
13482;380;1071;432;1075;350;1248;1807;679;860;939;1;27;A1
13498;328;985;347;1060;293;1182;1668;623;899;771;1;31;A1
13511;359;906;385;957;306;1177;1829;560;792;779;1;24;A1
13543;343;1008;353;945;316;1200;1829;622;786;813;1;19;A1
13569;328;977;360;940;293;1123;1625;620;797;696;1;27;A1
13570;310;1000;377;1058;288;1194;1704;615;930;800;1;23;A1
13580;358;1021;411;1033;321;1255;1740;629;894;870;1;35;A1
13582;325;982;364;926;288;1154;1731;619;796;738;1;21;A1
13632;319;994;409;981;283;1133;1761;621;832;774;1;41;A1
13634;327;1014;391;1031;288;1191;1762;631;886;854;1;31;A1
13638;317;941;393;930;290;1151;1713;567;783;713;1;18;A1
13641;309;927;351;960;291;1151;1845;532;817;729;1;24;A1
13642;342;919;393;895;322;1128;1793;574;762;738;1;30;A1
13660;350;915;347;930;301;1172;1695;568;765;665;1;22;A1
13763;330;1001;383;1018;301;1225;1733;629;875;782;1;32;A1
13775;360;989;401;1058;303;1248;1802;614;855;840;1;26;A1
13785;392;976;380;1053;328;1251;1727;600;852;813;1;34;A1
13787;350;948;382;1009;285;1195;1777;601;825;752;1;25;A1
13806;311;994;386;897;275;1062;1667;610;841;731;1;35;A1
13809;358;931;366;952;325;1172;1838;540;810;756;1;30;A1
13810;348;988;346;1058;300;1214;1682;639;883;790;1;29;A1
13811;322;1019;382;947;285;1176;1844;634;843;849;1;21;A1
13814;364;987;369;1003;318;1165;1748;595;922;838;1;43;A1
13817;353;1006;411;1009;311;1175;1732;640;842;797;1;28;A1
13824;334;959;383;985;294;1166;1733;589;747;721;1;24;A1
13825;363;1006;396;1033;314;1201;1665;650;864;812;1;20;A1
13831;283;961;342;904;268;1098;1843;572;779;696;1;18;A1
13886;338;958;377;992;295;1100;1762;577;853;751;1;23;A1
13900;395;1135;409;1087;322;1257;1800;711;971;1014;1;28;A1
13925;312;921;367;967;295;1171;1725;546;789;672;1;30;A1
13933;367;1025;380;997;313;1253;1807;658;825;867;1;19;A1
13947;370;1083;447;1090;326;1263;1880;680;970;1013;1;40;A1
13949;272;905;322;919;275;1098;1853;508;746;652;1;34;A1
13965;335;973;370;1006;292;1202;1690;592;863;738;1;33;A1
14046;278;922;328;916;261;1083;1823;531;770;665;1;26;A1
14054;308;927;337;962;284;1114;1628;555;796;624;1;22;A1
14079;341;951;390;968;302;1150;1755;548;778;716;1;19;A1
14082;328;1054;406;1042;307;1199;1856;658;901;935;1;32;A1
14127;332;1019;399;1012;304;1158;1814;630;861;859;1;21;A1
14141;305;905;367;894;295;1102;1767;523;759;683;1;20;A1
14142;362;1087;419;1067;313;1248;1796;689;952;899;1;29;A1
14156;375;1132;447;1150;330;1309;1846;716;1008;1094;1;27;A1
14158;383;1028;407;1082;342;1282;1830;599;884;928;1;28;A1
14174;322;923;368;952;281;1157;1728;555;796;715;1;20;A1
14182;342;906;342;919;295;1123;1668;536;766;654;1;22;A1
14184;338;1005;400;975;307;1197;1705;620;843;765;1;20;A1
14190;377;1052;401;1045;328;1242;1870;641;913;965;1;21;A1
14192;353;1000;403;980;315;1186;1619;624;810;770;1;19;A1
14198;313;916;345;939;298;1131;1762;514;742;660;1;29;A1
14199;290;928;361;897;282;1093;1711;560;745;670;1;23;A1
14201;359;984;361;1003;309;1241;1783;595;814;771;1;22;A1
14208;312;954;352;970;294;1158;1783;566;838;746;1;20;A1
14216;373;986;399;1145;321;1231;1742;599;920;846;1;21;A1
14224;317;951;385;946;287;1099;1758;576;778;739;1;21;A1
14227;378;1049;413;1113;348;1285;1783;656;946;950;1;38;A1
14238;338;1019;377;1033;309;1199;1761;644;883;841;1;22;A1
14239;362;1017;390;1042;317;1232;1801;642;861;847;1;28;A1
14240;379;1107;406;1084;343;1275;1831;704;958;1009;1;24;A1
14246;301;910;357;878;286;1080;1707;522;711;615;1;21;A1
14258;285;928;349;902;272;1055;1811;520;758;682;1;35;A1
14277;304;859;348;852;274;1084;1661;527;728;591;1;21;A1
14278;360;929;361;957;315;1168;1727;580;808;723;1;30;A1
14291;334;895;341;942;299;1146;1712;516;754;640;1;26;A1
14355;320;945;386;954;297;1177;1850;555;796;758;1;24;A1
14356;343;1039;365;1068;285;1223;1745;624;938;822;1;21;A1
14357;327;933;349;955;310;1175;1776;551;753;707;1;24;A1
14359;328;985;392;1050;315;1249;1853;576;913;860;1;28;A1
14362;330;968;400;988;312;1174;1772;578;802;786;1;19;A1
14363;335;960;391;1005;293;1178;1705;598;816;766;1;28;A1
14364;348;1035;391;1012;334;1246;1821;660;880;895;1;25;A1
14371;380;1036;421;1039;320;1234;1706;654;935;885;1;30;A1
14372;386;1108;417;1104;332;1286;1769;703;951;976;1;46;A1
14375;324;1026;366;1101;280;1271;1858;629;950;891;1;29;A1
14377;338;957;381;984;303;1157;1716;554;786;736;1;26;A1
14382;318;911;337;947;287;1105;1673;561;793;653;1;36;A1
14386;295;920;352;967;290;1152;1747;519;755;665;1;19;A1
14394;311;917;346;921;287;1078;1742;545;726;641;1;21;A1
14398;355;1030;394;1006;315;1193;1811;654;856;863;1;20;A1
14399;350;979;389;1006;317;1198;1807;607;782;818;1;22;A1
14401;299;852;331;864;268;1077;1560;531;742;542;1;20;A1
14403;358;1030;410;1042;322;1231;1797;640;891;895;1;27;A1
14405;309;958;363;967;286;1121;1720;588;835;716;1;31;A1
14411;305;928;350;941;295;1152;1805;551;784;707;1;33;A1
14415;317;939;347;999;300;1193;1676;572;837;712;1;23;A1
14417;330;1006;375;1033;301;1172;1761;606;938;836;1;41;A1
14421;353;979;406;976;312;1169;1752;584;828;806;1;25;A1
14457;328;945;408;979;295;1145;1785;573;789;768;1;28;A1
14486;322;988;356;1049;289;1242;1821;598;907;831;1;28;A1
14487;350;990;388;1057;308;1195;1685;608;938;807;1;22;A1
14500;340;1032;413;1098;308;1228;1710;628;963;880;1;39;A1
14513;360;970;404;1048;320;1232;1797;604;845;837;1;22;A1
14527;309;950;363;971;296;1146;1788;582;868;761;1;38;A1
14532;333;975;370;956;302;1161;1723;594;799;722;1;22;A1
14561;304;918;343;933;280;1097;1802;541;705;651;1;20;A1
14565;327;963;381;986;284;1143;1642;597;838;725;1;26;A1
14581;371;1108;414;1130;320;1255;1775;689;979;969;1;24;A1
14596;362;996;379;976;330;1141;1775;576;798;776;1;19;A1
14614;379;1003;401;1047;332;1226;1792;615;858;866;1;25;A1
14618;310;941;355;939;283;1143;1762;544;769;701;1;22;A1
14621;324;930;373;985;295;1129;1789;548;852;733;1;35;A1
14622;325;1005;344;1011;294;1138;1759;595;949;820;1;38;A1
14623;305;989;371;1005;278;1181;1726;619;856;756;1;25;A1
14626;298;882;352;893;292;1099;1702;505;718;618;1;24;A1
14629;322;950;382;987;290;1163;1700;584;889;754;1;24;A1
14645;376;996;385;1029;311;1253;1795;601;872;849;1;20;A1
14841;335;948;367;957;295;1108;1840;593;808;755;1;19;A1
14842;324;999;382;952;301;1145;1831;609;844;796;1;41;A1
14861;335;945;382;997;313;1174;1698;572;765;717;1;23;A1
14894;340;1014;403;1072;307;1199;1708;671;880;856;1;29;A1
14900;332;954;374;961;310;1157;1703;576;785;713;1;22;A1
14917;357;1081;433;1134;315;1279;1810;664;975;990;1;41;A1
14947;375;1002;383;1032;327;1201;1792;606;812;825;1;24;A1
14954;352;1019;376;1004;302;1172;1710;649;815;788;1;20;A1
14958;362;966;355;964;308;1159;1688;626;835;738;1;26;A1
14959;332;924;376;927;301;1154;1712;591;770;716;1;20;A1
14962;328;987;379;974;305;1161;1762;574;860;771;1;29;A1
14966;344;1008;385;975;317;1204;1793;594;874;820;1;31;A1
14971;354;1042;385;1048;321;1187;1746;636;909;862;1;22;A1
14972;345;1067;394;963;312;1176;1846;638;811;879;1;20;A1
14975;313;927;346;884;282;1074;1747;540;807;646;1;38;A1
14987;365;958;367;1021;305;1162;1755;595;793;751;1;25;A1
15006;360;1024;422;1024;312;1212;1676;647;846;818;1;29;A1
15007;344;972;365;1035;302;1221;1830;586;800;794;1;22;A1
15012;338;962;378;963;308;1169;1683;588;843;733;1;32;A1
15014;311;898;358;919;282;1126;1725;520;775;662;1;26;A1
15016;332;1055;391;1046;312;1231;1826;645;914;888;1;30;A1
15026;338;996;373;1034;295;1194;1744;598;790;754;1;22;A1
15045;350;965;377;966;300;1210;1743;580;805;742;1;24;A1
15050;327;944;383;942;295;1126;1755;579;773;722;1;26;A1
15067;365;1061;407;1090;330;1247;1722;627;936;888;1;37;A1
15082;322;928;332;958;278;1151;1723;534;812;668;1;27;A1
15125;260;832;320;857;244;1064;1690;492;719;546;1;29;A1
15130;297;937;328;939;279;1117;1727;537;745;654;1;21;A1
15131;294;922;345;923;271;1113;1701;571;771;663;1;26;A1
15133;320;956;395;1020;292;1209;1757;563;822;760;1;31;A1
15138;374;952;368;976;328;1198;1703;575;772;711;1;25;A1
15144;370;1079;414;1111;315;1317;1857;693;908;994;1;20;A1
15169;354;999;394;995;310;1213;1737;626;878;818;1;21;A1
15174;330;947;382;965;297;1161;1647;570;822;716;1;26;A1
15353;308;980;348;964;295;1159;1836;573;803;778;1;23;A1
15365;360;1097;405;1159;312;1262;1805;655;983;976;1;43;A1
15404;343;995;388;1017;301;1185;1726;604;894;797;1;33;A1
15438;334;1001;393;1006;299;1164;1765;593;881;796;1;36;A1
15441;259;863;306;845;244;1044;1725;504;719;543;1;19;A1
15461;335;1001;360;972;293;1145;1713;578;803;742;1;29;A1
15476;372;1004;370;1089;316;1231;1751;604;992;895;1;21;A1
15546;353;967;393;994;310;1181;1723;604;799;765;1;20;A1
15561;347;990;374;1046;295;1193;1671;613;884;743;1;22;A1
15669;388;1026;415;1073;330;1221;1843;627;915;897;1;40;A1
15676;405;1139;409;1273;333;1401;1812;716;1042;1082;1;43;A1
15678;308;1003;352;970;270;1149;1745;589;831;740;1;47;A1
15679;358;1043;405;1021;315;1231;1707;645;904;854;1;37;A1
15680;382;987;391;1022;328;1185;1736;605;861;809;1;29;A1
15683;319;962;335;921;280;1156;1835;582;794;745;1;19;A1
15686;362;949;390;911;307;1169;1825;573;791;768;1;31;A1
15692;356;990;371;1005;328;1188;1770;587;792;775;1;21;A1
15694;360;980;382;1060;331;1226;1727;596;879;824;1;19;A1
15702;362;966;396;994;315;1178;1778;593;878;799;1;32;A1
15705;365;1006;406;1120;320;1276;1711;629;948;842;1;28;A1
15711;347;1030;377;1042;310;1246;1902;610;974;912;1;37;A1
15722;315;1057;387;926;284;1159;1728;655;824;799;1;21;A1
15724;322;979;393;968;303;1175;1862;577;795;787;1;24;A1
15727;360;999;417;1020;320;1184;1762;617;849;847;1;30;A1
15731;305;941;350;924;277;1121;1812;562;797;707;1;22;A1
15736;321;1015;424;934;283;1140;1773;632;773;771;1;27;A1
15753;325;988;362;943;296;1138;1766;588;829;773;1;34;A1
15754;330;974;365;985;290;1156;1715;584;834;744;1;33;A1
15755;358;964;390;967;333;1210;1663;619;779;754;1;29;A1
15756;334;1011;372;998;300;1205;1754;604;850;830;1;25;A1
15760;344;1009;377;986;300;1199;1797;620;847;814;1;19;A1
15765;327;959;355;904;324;1169;1749;593;750;735;1;32;A1
15770;358;1067;392;1029;307;1238;1846;657;889;939;1;30;A1
15776;356;1059;360;1045;300;1245;1785;650;904;877;1;24;A1
15781;343;946;392;1044;308;1234;1707;578;869;783;1;36;A1
15782;323;966;344;954;294;1142;1755;562;873;724;1;34;A1
15797;352;1058;399;1074;295;1255;1806;650;922;896;1;29;A1
15799;337;961;372;993;295;1199;1628;626;865;712;1;32;A1
15800;331;1034;381;998;296;1188;1767;655;851;828;1;30;A1
15821;330;978;365;953;302;1178;1811;591;865;791;1;29;A1
15830;342;908;350;1006;285;1191;1683;575;829;688;1;30;A1
15846;334;968;388;991;291;1182;1703;579;782;751;1;22;A1
15865;352;956;363;940;325;1161;1694;576;826;739;1;37;A1
15896;364;1038;415;1096;340;1293;1872;640;982;1000;1;31;A1
16179;326;873;346;909;291;1123;1627;528;728;604;1;21;A1
16182;333;997;356;970;305;1175;1773;605;838;789;1;33;A1
16200;344;917;372;922;301;1129;1712;559;783;680;1;27;A1
16214;325;896;329;943;303;1130;1792;556;760;684;1;26;A1
16256;350;1016;378;1046;308;1192;1756;600;934;848;1;40;A1
16259;315;926;366;960;318;1199;1788;531;800;740;1;27;A1
16271;310;1000;403;973;285;1195;1664;635;829;754;1;24;A1
16283;346;1026;401;1012;309;1239;1760;607;870;834;1;29;A1
16330;335;1030;401;993;305;1169;1728;642;862;813;1;20;A1
16351;330;929;394;940;309;1130;1784;534;772;738;1;24;A1
16514;340;1016;357;1042;305;1180;1791;605;851;832;1;36;A1
16522;396;1102;412;1125;347;1285;1759;672;987;977;1;21;A1
16540;367;878;353;889;301;1098;1613;521;706;593;1;22;A1
16558;300;963;373;888;300;1100;1733;575;760;693;1;19;A1
16565;335;970;399;960;318;1142;1723;584;835;757;1;22;A1
16567;382;1060;398;1128;320;1219;1699;641;965;907;1;31;A1
16570;315;957;362;978;302;1162;1636;562;856;691;1;35;A1
16612;345;1040;398;1021;298;1173;1721;661;878;837;1;25;A1
16633;342;1038;395;1043;320;1226;1873;648;885;924;1;22;A1
16665;325;902;373;903;310;1149;1724;563;744;698;1;18;A1
16673;351;1006;399;931;300;1120;1679;621;778;763;1;23;A1
16681;365;1094;389;1073;305;1223;1853;666;925;913;1;41;A1
16684;308;989;343;1028;290;1158;1821;552;892;790;1;48;A1
16689;311;856;338;940;285;1105;1709;523;763;610;1;22;A1
16690;333;1007;364;1076;297;1178;1832;597;933;885;1;33;A1
16693;388;990;402;1085;339;1290;1847;598;830;893;1;22;A1
16699;341;952;372;1009;311;1234;1834;574;795;791;1;27;A1
16701;335;1063;426;1075;317;1231;1732;660;963;935;1;22;A1
16704;356;1016;385;1050;308;1260;1795;619;817;827;1;19;A1
16706;390;1044;419;1027;325;1210;1673;682;837;854;1;23;A1
16717;345;1041;372;1053;300;1216;1674;636;921;825;1;22;A1
16720;320;1017;398;969;290;1185;1802;639;818;823;1;21;A1
16723;318;928;378;969;296;1136;1721;544;767;698;1;19;A1
16737;411;1103;402;1281;369;1357;1844;679;1054;1169;1;36;A1
16745;315;915;360;895;280;1092;1728;521;726;628;1;24;A1
16791;350;962;381;991;306;1155;1694;596;800;741;1;30;A1
16794;340;974;354;969;320;1182;1708;587;787;738;1;24;A1
16799;322;942;363;943;292;1145;1760;539;758;697;1;25;A1
16813;329;1009;372;955;292;1148;1774;595;829;763;1;20;A1
16817;372;1025;408;1080;321;1263;1844;635;897;910;1;31;A1
16820;355;978;405;975;285;1162;1742;614;826;781;1;21;A1
16826;334;908;362;946;304;1170;1774;545;748;707;1;23;A1
16827;314;979;368;952;283;1135;1743;577;783;713;1;24;A1
16834;340;1034;375;1032;300;1151;1798;598;870;848;1;29;A1
16836;375;1036;409;1040;333;1234;1832;611;892;915;1;36;A1
16841;367;1060;405;1083;332;1228;1797;661;948;956;1;36;A1
16843;405;1087;408;1074;360;1228;1792;695;891;956;1;26;A1
16849;360;1041;381;1067;325;1238;1713;622;932;861;1;39;A1
16850;301;899;335;912;285;1097;1715;547;764;638;1;21;A1
16853;310;864;340;930;280;1114;1579;514;758;573;1;25;A1
16859;344;962;375;1028;303;1187;1744;588;824;760;1;25;A1
16864;352;1010;387;1017;320;1171;1757;615;897;849;1;38;A1
16870;291;871;333;885;272;1074;1684;513;733;587;1;19;A1
16877;340;1026;417;1034;295;1150;1714;619;914;848;1;37;A1
16878;350;1028;388;1099;315;1253;1817;640;970;931;1;26;A1
16885;312;851;375;914;281;1100;1678;506;705;621;1;19;A1
16892;372;1020;386;1061;322;1252;1798;651;858;890;1;30;A1
16894;365;949;399;1025;318;1194;1702;572;785;763;1;22;A1
16895;308;955;350;996;281;1161;1793;570;820;746;1;20;A1
16903;312;886;352;892;290;1099;1694;529;781;638;1;24;A1
16930;312;936;357;939;280;1128;1698;547;776;672;1;20;A1
16932;365;1085;368;1049;315;1261;1854;690;882;975;1;22;A1
16935;325;1032;395;964;287;1140;1796;652;808;825;1;21;A1
16943;362;1044;379;1142;331;1302;1858;634;965;971;1;26;A1
16953;370;1118;430;1062;345;1249;1842;692;933;995;1;21;A1
16961;339;930;370;971;292;1214;1732;568;858;761;1;30;A1
16964;300;904;363;903;270;1098;1722;523;744;646;1;45;A1
16966;320;891;340;909;287;1078;1675;531;748;630;1;30;A1
16977;344;966;372;947;300;1152;1809;573;797;773;1;33;A1
16980;338;1003;378;1004;320;1202;1851;601;792;807;1;19;A1
16981;316;875;323;923;278;1120;1758;513;762;616;1;27;A1
16989;327;929;336;901;285;1135;1694;572;774;658;1;31;A1
16995;373;975;413;928;328;1117;1730;585;818;774;1;40;A1
17027;319;918;345;920;295;1123;1740;562;786;677;1;22;A1
17028;295;916;349;972;300;1143;1867;529;830;736;1;32;A1
17056;355;953;370;1006;297;1242;1613;597;837;721;1;20;A1
17087;366;1006;377;1023;341;1242;1734;615;900;841;1;29;A1
17116;324;939;387;900;290;1132;1763;563;748;720;1;19;A1
17117;305;895;371;908;287;1146;1768;517;750;660;1;22;A1
17118;342;981;401;972;329;1195;1790;591;815;797;1;26;A1
17121;410;1106;391;1170;342;1308;1778;684;1013;1043;1;26;A1
17125;351;951;356;952;305;1188;1805;576;787;740;1;24;A1
17131;322;886;329;840;307;1112;1734;521;676;617;1;21;A1
17147;371;988;392;1008;322;1219;1868;581;843;866;1;22;A1
17156;324;970;394;1020;289;1155;1746;581;854;785;1;32;A1
17162;325;907;353;876;287;1052;1497;562;738;559;1;33;A1
